t,sx,sy,valid,aoi
5333,900.775,284.056,1,am_activity
5350,908.658,307.742,1,am_bg
5366,936.632,302.041,1,am_activity
5383,877.778,319.189,1,am_distractors
5400,830.594,295.84,1,am_a1body
5416,876.756,351.72,1,am_bg
5433,890.093,327.685,1,am_a1body
5450,911.562,378.567,1,am_activity
5466,872.814,315.832,1,am_activity
5483,833.329,299.664,1,am_distractors
5500,873.227,285.597,1,am_bg
5516,915.022,297.455,1,am_activity
5533,871.217,334.083,1,am_bg
5550,819.723,280.982,1,am_bg
5566,815.352,233.891,1,am_bg
5583,783.178,174.308,1,am_bg
5600,750.166,230.418,1,am_bg
5616,,,0,invalid
5633,680.943,196.979,1,am_a1body
5650,634.467,178.147,1,am_distractors
5666,590.377,228.374,1,am_bg
5683,602.387,216.553,1,am_a1body
5700,600.166,202.222,1,am_activity
5716,619.682,169.016,1,am_bg
5733,553.308,125.452,1,am_activity
5750,553.706,175.745,1,am_bg
5766,637.251,246.888,1,am_a1body
5783,622.267,205.016,1,am_a1body
5800,655.463,264.728,1,am_a1body
5816,688.307,244.014,1,am_distractors
5833,723.131,266.694,1,am_activity
5850,729.839,326.631,1,am_distractors
5866,752.624,320.465,1,am_bg
5883,780.76,306.527,1,am_activity
5900,806.336,340.574,1,am_a1body
5916,761.36,293.399,1,am_activity
5933,692.638,342.151,1,am_a1body
5950,630.106,348.221,1,am_distractors
5966,619.232,323.665,1,am_distractors
5983,643.138,297.987,1,am_a1body
6000,598.685,239.188,1,am_a1body
6016,635.875,216.4,1,am_bg
6033,615.659,205.178,1,am_distractors
6050,595.825,160.071,1,am_distractors
6066,562.172,158.139,1,am_bg
6083,,,0,invalid
6100,495.539,169.166,1,am_distractors
6116,564.474,197.333,1,am_a1body
6133,561.952,163.028,1,am_activity
6150,487.464,205.673,1,am_activity
6166,518.873,210.851,1,am_distractors
6183,453.475,276.526,1,am_bg
6200,404.811,379.134,1,am_a1body
6216,395.218,359.148,1,am_activity
6233,400.162,340.912,1,am_a1body
6250,359.564,330.447,1,am_distractors
6266,,,0,invalid
6283,377.187,412.121,1,am_distractors
6300,411.487,384.375,1,am_activity
6316,461.858,400.579,1,am_distractors
6333,538.712,394.802,1,am_bg
6350,571.31,421.072,1,am_distractors
6366,562.587,485.226,1,am_distractors
6383,597.174,475.012,1,am_distractors
6400,615.959,404.04,1,am_a1body
6416,636.341,435.657,1,am_a1body
6433,643.474,400.266,1,am_activity
6450,606.764,394.183,1,am_activity
6466,565.383,427.633,1,am_activity
6483,561.474,440.273,1,am_distractors
6500,567.467,435.95,1,am_a1body
6516,540.12,411.474,1,am_bg
6533,557.159,288.224,1,am_distractors
6550,640.91,317.904,1,am_distractors
6566,570.701,307.153,1,am_distractors
6583,594.136,371.472,1,am_bg
6600,591.481,388.389,1,am_activity
6616,609.62,365.39,1,am_bg
6633,592.283,410.734,1,am_activity
6650,586.404,459.658,1,am_bg
6666,,,0,invalid
6683,,,0,invalid
6700,518.274,477.48,1,am_a1body
6716,508.859,484.265,1,am_distractors
6733,451.848,508.551,1,am_distractors
6750,478.139,541.905,1,am_distractors
6766,403.051,568.321,1,am_activity
6783,444.454,554.182,1,am_bg
6800,461.744,600.666,1,am_a1body
6816,479.188,595.378,1,am_bg
6833,392.074,571.193,1,am_distractors
6850,378.848,547.633,1,am_a1body
6866,425.279,630.085,1,am_a1body
6883,404.405,598.55,1,am_distractors
6900,361.013,653.446,1,am_bg
6916,335.387,605.187,1,am_distractors
6933,332.639,625.924,1,am_bg
6950,298.371,638.551,1,am_a1body
6966,348.032,707.455,1,am_a1body
6983,345.43,679.642,1,am_distractors
7000,323.068,640.087,1,am_a1body
7016,270.689,635.136,1,am_activity
7033,290.188,705.892,1,am_a1body
7050,308.77,668.314,1,am_activity
7066,276.883,558.302,1,am_a1body
7083,186.871,560.843,1,am_distractors
7100,203.404,601.199,1,am_distractors
7116,195.886,558.111,1,am_activity
7133,209.412,594.149,1,am_distractors
7150,288.189,550.121,1,am_a1body
7166,287.109,543.892,1,am_a1body
7183,266.427,575.882,1,am_distractors
7200,220.247,525.413,1,am_a1body
7216,207.672,533.128,1,am_bg
7233,214.135,584.766,1,am_bg
7250,216.281,604.909,1,am_a1body
7266,285.65,574.281,1,am_distractors
7283,305.739,638.829,1,am_activity
7300,300.313,666.812,1,am_distractors
7316,271.874,587.74,1,am_activity
7333,282.607,624.472,1,am_distractors
7350,246.1,600.187,1,am_a1body
7366,253.339,608.542,1,am_bg
7383,272.957,651.383,1,am_distractors
7400,264.245,628.024,1,am_activity
7416,238.876,558.084,1,am_bg
7433,150.918,622.072,1,am_activity
7450,196.957,671.569,1,am_a1body
7466,213.19,667.86,1,am_bg
7483,230.401,704.132,1,am_activity
7500,167.557,688.432,1,am_distractors
7516,223.095,692.554,1,am_a1body
7533,204.37,686.421,1,am_a1body
7550,192.746,672.441,1,am_a1body
7566,149.708,687.711,1,am_distractors
7583,77.783,636.362,1,am_distractors
7600,124.366,625.67,1,am_bg
7616,176.152,639.035,1,am_distractors
7633,169.489,717.157,1,am_bg
7650,142.144,667.535,1,am_a1body
7666,126.968,689.66,1,am_bg
7683,112.896,716.442,1,am_activity
7700,64.602,636.679,1,am_a1body
7716,52.838,654.127,1,am_a1body
7733,59.001,691.54,1,am_bg
7750,99.982,716.559,1,am_a1body
7766,100.555,712.992,1,am_distractors
7783,,,0,invalid
7800,51.337,734.374,1,am_activity
7816,41.036,662.569,1,am_bg
7833,96.195,670.786,1,am_bg
7850,153.731,655.185,1,am_a1body
7866,212.675,625.229,1,am_distractors
7883,190.071,730.844,1,am_a1body
7900,270.163,784.082,1,am_a1body
7916,284.288,735.198,1,am_bg
7933,349.75,749.93,1,am_a1body
7950,329.519,811.898,1,am_activity
7966,317.501,748.308,1,am_a1body
7983,328.53,751.58,1,am_a1body
8000,334.644,756.853,1,am_bg
8016,385.15,702.685,1,am_a1body
8033,375.806,718.816,1,am_distractors
8050,422.682,766.259,1,am_bg
8066,452.155,830.353,1,am_a1body
8083,443.566,819.755,1,am_activity
8100,469.916,926.078,1,am_activity
8116,450.867,838.612,1,am_bg
8133,545.463,853.751,1,am_bg
8150,438.224,793.727,1,am_a1body
8166,465.31,797.56,1,am_distractors
8183,394.285,775.378,1,am_a1body
8200,385.202,796.921,1,am_activity
8216,381.756,791.528,1,am_distractors
8233,442.439,756.423,1,am_distractors
8250,414.58,724.109,1,am_distractors
8266,467.227,806.242,1,am_a1body
8283,419.78,825.092,1,am_activity
8300,473.983,752.749,1,am_bg
8316,454.891,776.158,1,am_a1body
8333,,,0,invalid
8350,444.307,768.08,1,am_bg
8366,495.922,802.926,1,am_distractors
8383,539.704,853.215,1,am_distractors
8400,557.555,816.714,1,am_a1body
8416,511.192,815.45,1,am_activity
8433,482.412,792.24,1,am_distractors
8450,441.012,817.607,1,am_bg
8466,350.525,807.734,1,am_bg
8483,401.293,808.977,1,am_a1body
8500,388.098,797.49,1,am_bg
8516,374.473,792.98,1,am_activity
8533,434.691,865.43,1,am_distractors
8550,415.533,967.041,1,am_bg
8566,381.704,983.068,1,am_bg
8583,372.658,978.819,1,am_distractors
8600,327.068,911.002,1,am_a1body
8616,340.928,878.683,1,am_bg
8633,325.888,873.297,1,am_a1body
8650,305.471,842.906,1,am_a1body
8666,281.566,816.984,1,am_bg
8683,277.291,883.94,1,am_activity
8700,280.651,885.164,1,am_a1body
8716,259.722,890.188,1,am_bg
8733,245.282,861.534,1,am_a1body
8750,242.0,911.582,1,am_distractors
8766,234.658,902.547,1,am_activity
8783,235.909,880.409,1,am_activity
8800,208.673,813.225,1,am_distractors
8816,249.108,810.628,1,am_distractors
8833,253.005,787.165,1,am_a1body
8850,232.725,858.762,1,am_distractors
8866,246.587,937.13,1,am_activity
8883,243.593,884.629,1,am_distractors
8900,173.807,836.936,1,am_bg
8916,187.53,825.192,1,am_bg
8933,146.495,790.509,1,am_a1body
8950,184.106,799.75,1,am_activity
8966,174.375,785.868,1,am_bg
8983,205.773,797.791,1,am_distractors
9000,180.407,840.976,1,am_bg
9016,183.221,795.745,1,am_bg
9033,231.934,838.043,1,am_a1body
9050,221.106,807.074,1,am_distractors
9066,,,0,invalid
9083,223.691,967.282,1,am_distractors
9100,249.276,962.476,1,am_distractors
9116,227.189,921.522,1,am_a1body
9133,147.274,872.439,1,am_distractors
9150,122.721,909.569,1,am_distractors
9166,,,0,invalid
9183,,,0,invalid
9200,118.349,1041.353,1,am_bg
9216,91.885,1008.611,1,am_bg
9233,14.116,956.328,1,am_distractors
9250,-13.072,964.512,1,offscreen
9266,14.021,1013.166,1,am_activity
9283,-81.381,973.195,1,offscreen
9300,-71.232,974.667,1,offscreen
9316,-118.971,1032.896,1,offscreen
9333,-94.481,963.496,1,offscreen
9350,-65.73,973.497,1,offscreen
9366,-72.651,950.542,1,offscreen
9383,-79.48,955.819,1,offscreen
9400,-111.936,985.986,1,offscreen
9416,-166.096,995.371,1,offscreen
9433,-97.748,952.435,1,offscreen
9450,-132.567,931.131,1,offscreen
9466,-69.463,991.763,1,offscreen
9483,-104.058,1005.743,1,offscreen
9500,-82.919,1041.458,1,offscreen
9516,-128.716,1052.096,1,offscreen
9533,-107.649,1086.485,1,offscreen
9550,-120.754,1069.648,1,offscreen
9566,-133.333,1037.028,1,offscreen
9583,-108.779,1069.486,1,offscreen
9600,-127.662,1117.401,1,offscreen
9616,-185.145,1078.543,1,offscreen
9633,-154.502,1054.064,1,offscreen
9650,-200.625,1047.127,1,offscreen
9666,-179.835,1115.972,1,offscreen
9683,,,0,invalid
9700,-155.786,1083.63,1,offscreen
9716,-108.196,1079.678,1,offscreen
9733,-88.804,1069.228,1,offscreen
9750,-116.813,1019.362,1,offscreen
9766,-60.405,1014.908,1,offscreen
9783,-106.357,1002.581,1,offscreen
9800,-121.52,987.212,1,offscreen
9816,-129.824,969.897,1,offscreen
9833,-105.464,1032.434,1,offscreen
9850,-60.567,1016.976,1,offscreen
9866,-18.192,1019.087,1,offscreen
9883,-9.187,1016.589,1,offscreen
9900,-20.467,995.125,1,offscreen
9916,-93.963,998.504,1,offscreen
9933,-146.858,1001.282,1,offscreen
9950,-75.75,1004.672,1,offscreen
9966,-149.652,968.153,1,offscreen
9983,-181.227,959.392,1,offscreen
10000,-135.157,991.707,1,offscreen
10016,-126.716,984.065,1,offscreen
10033,-89.362,990.941,1,offscreen
10050,-67.513,998.04,1,offscreen
10066,-8.363,1015.78,1,offscreen
10083,3.528,1039.523,1,am_activity
10100,30.232,1032.122,1,am_distractors
10116,1.081,993.389,1,am_activity
10133,24.681,941.591,1,am_a1body
10150,8.737,984.845,1,am_bg
10166,-9.501,1017.581,1,offscreen
10183,26.512,1045.18,1,am_a1body
10200,62.802,1079.658,1,offscreen
10216,130.762,1072.791,1,offscreen
10233,196.098,1046.233,1,am_bg
10250,233.02,1004.564,1,am_activity
10266,163.772,958.265,1,am_activity
10283,237.337,1009.784,1,am_distractors
10300,274.285,988.825,1,am_activity
10316,243.459,1033.658,1,am_activity
10333,272.797,1025.715,1,am_distractors
10350,231.048,996.973,1,am_distractors
10366,255.947,950.461,1,am_bg
10383,202.968,925.464,1,am_activity
10400,170.437,985.741,1,am_bg
10416,199.011,939.661,1,am_bg
10433,242.195,1029.625,1,am_a1body
10450,255.294,993.898,1,am_activity
10466,243.776,1025.772,1,am_activity
10483,158.652,1019.599,1,am_a1body
10500,150.239,1005.975,1,am_bg
10516,171.712,951.937,1,am_activity
10533,,,0,invalid
10550,158.053,898.527,1,am_bg
10566,150.582,827.057,1,am_a1body
10583,137.634,832.14,1,am_distractors
10600,140.688,805.134,1,am_bg
10616,129.712,876.721,1,am_activity
10633,187.804,919.224,1,am_distractors
10650,98.996,991.367,1,am_bg
10666,77.026,962.428,1,am_bg
10683,41.998,968.215,1,am_distractors
10700,50.817,856.832,1,am_distractors
10716,53.922,844.855,1,am_distractors
10733,119.215,849.041,1,am_activity
10750,197.749,855.589,1,am_activity
10766,166.632,853.788,1,am_bg
10783,166.652,856.618,1,am_bg
10800,174.554,741.301,1,am_a1body
10816,142.442,752.191,1,am_activity
10833,167.734,772.738,1,am_bg
10850,158.094,829.606,1,am_distractors
10866,115.121,845.278,1,am_distractors
10883,103.869,839.721,1,am_activity
10900,63.712,886.683,1,am_distractors
10916,105.438,786.493,1,am_a1body
10933,,,0,invalid
10950,191.829,732.059,1,am_bg
10966,196.308,730.592,1,am_bg
10983,202.444,637.144,1,am_bg
11000,250.028,693.23,1,am_activity
11016,296.747,682.613,1,am_distractors
11033,292.092,696.162,1,am_a1body
11050,302.258,705.644,1,am_activity
11066,328.527,759.302,1,am_bg
11083,282.735,680.166,1,am_a1body
11100,331.543,684.94,1,am_bg
11116,401.37,733.654,1,am_bg
11133,448.262,729.49,1,am_activity
11150,398.127,689.059,1,am_bg
11166,318.835,663.393,1,am_a1body
11183,347.361,646.692,1,am_bg
11200,316.763,616.047,1,am_distractors
11216,328.32,609.552,1,am_bg
11233,390.11,673.655,1,am_activity
11250,363.667,648.266,1,am_a1body
11266,348.471,627.539,1,am_activity
11283,359.609,647.08,1,am_distractors
11300,307.384,639.65,1,am_bg
11316,276.881,583.158,1,am_activity
11333,277.881,580.557,1,am_activity
11350,265.788,576.354,1,am_activity
11366,290.276,617.822,1,am_activity
11383,401.607,576.504,1,am_distractors
11400,405.597,618.254,1,am_distractors
11416,371.718,614.096,1,am_bg
11433,,,0,invalid
11450,364.852,511.382,1,am_bg
11466,308.949,593.596,1,am_a1body
11483,284.996,586.8,1,am_distractors
11500,273.61,626.602,1,am_activity
11516,248.692,554.005,1,am_activity
11533,247.424,666.111,1,am_a1body
11550,258.482,704.075,1,am_activity
11566,301.508,693.218,1,am_a1body
11583,305.178,680.206,1,am_bg
11600,,,0,invalid
11616,323.399,740.209,1,am_distractors
11633,290.486,747.967,1,am_a1body
11650,224.774,748.429,1,am_activity
11666,273.314,772.275,1,am_a1body
11683,319.273,698.25,1,am_bg
11700,287.383,682.47,1,am_activity
11716,271.319,612.476,1,am_bg
11733,234.413,638.172,1,am_bg
11750,247.56,609.449,1,am_a1body
11766,,,0,invalid
11783,345.566,508.917,1,am_bg
11800,387.254,515.265,1,am_activity
11816,420.248,506.543,1,am_bg
11833,420.243,456.682,1,am_bg
11850,463.847,384.222,1,am_a1body
11866,493.835,387.365,1,am_bg
11883,551.772,362.681,1,am_distractors
11900,533.276,351.712,1,am_a1body
11916,463.317,344.925,1,am_a1body
11933,505.388,363.204,1,am_activity
11950,519.466,399.2,1,am_activity
11966,507.55,405.427,1,am_activity
11983,497.884,391.807,1,am_activity
12000,600.71,392.86,1,am_distractors
12016,574.862,378.442,1,am_a1body
12033,540.517,308.631,1,am_bg
12050,543.949,355.04,1,am_activity
12066,591.464,393.437,1,am_activity
12083,,,0,invalid
12100,709.629,574.869,1,am_activity
12116,658.495,524.887,1,am_bg
12133,737.822,510.632,1,am_activity
12150,737.038,617.376,1,am_bg
12166,703.32,615.652,1,am_a1body
12183,659.875,626.032,1,am_a1body
12200,693.537,561.381,1,am_a1body
12216,703.15,567.769,1,am_distractors
12233,717.039,649.879,1,am_bg
12250,768.821,704.563,1,am_activity
12266,736.534,678.638,1,am_activity
12283,791.522,661.794,1,am_activity
12300,770.626,613.729,1,am_activity
12316,857.727,577.553,1,am_distractors
12333,881.826,496.366,1,am_activity
12350,844.787,492.761,1,am_distractors
12366,763.264,556.943,1,am_bg
12383,795.823,572.049,1,am_a1body
12400,780.762,630.117,1,am_activity
12416,774.501,675.731,1,am_a1body
12433,805.34,652.491,1,am_bg
12450,846.009,620.211,1,am_bg
12466,895.264,589.56,1,am_activity
12483,847.976,516.582,1,am_bg
12500,905.368,517.956,1,am_a1body
12516,882.062,394.512,1,am_activity
12533,791.248,419.648,1,am_distractors
12549,,,0,invalid
12566,752.591,442.74,1,am_activity
12583,713.194,487.665,1,am_a1body
12599,709.65,496.114,1,am_activity
12616,723.265,565.458,1,am_activity
12633,715.964,591.892,1,am_a1body
12649,696.066,559.713,1,am_activity
12666,645.726,549.609,1,am_activity
12683,646.609,453.501,1,am_a1body
12699,563.495,415.157,1,am_bg
